"NAME [String]","METHOD [String]","layers [String]","scalerType [String]","featuresColumn [String]","lambda [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_tuberculosis","SVC_NNC_DESC","50","MaxMin","cdk_desc","10.0","0.658243608774325","0.6574422394410052","0.6537707052595646","0.6635178816224052"
"data_tuberculosis","SVC_NNC_DESC","75","MaxMin","cdk_desc","10.0","0.6609215598335089","0.6590881208832592","0.6586866034836052","0.6649899551336622"
"data_tuberculosis","SVC_NNC_DESC","100","MaxMin","cdk_desc","10.0","0.6621727303426486","0.6562121710544183","0.6585916154371609","0.6717144045363663"
"data_tuberculosis","SVC_NNC_DESC","50","Standard","cdk_desc","10.0","0.603021427904364","0.615939645223524","0.5932579832650273","0.5998666552245407"
"data_tuberculosis","SVC_NNC_DESC","75","Standard","cdk_desc","10.0","0.6109175974144411","0.6101264049975735","0.5868100025614754","0.6358163846842743"
"data_tuberculosis","SVC_NNC_DESC","100","Standard","cdk_desc","10.0","0.6001169341629241","0.6142541366884996","0.5933428321379781","0.5927538336622944"
"data_herg","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.001","0.502710027100271","0.508130081300813","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.001","0.5054311608689858","0.5121951219512195","0.5040983606557377","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.001","0.5067972810875649","0.5121951219512195","0.5081967213114754","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","rdkit_desc","0.001","0.7732250675002574","0.7314288896313621","0.7947195271551244","0.7935267857142857"
"data_herg","SVC_NNC_DESC","75","Standard","rdkit_desc","0.001","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","100","Standard","rdkit_desc","0.001","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.001","0.50021346103872","0.5006403831161599","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.001","0.5013550135501355","0.5040650406504065","0.5","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.001","0.5015873469206421","0.5040650406504065","0.50069700011152","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","cdk_desc","0.001","0.7672322757172098","0.7123844526116494","0.7873034459685514","0.8020089285714286"
"data_herg","SVC_NNC_DESC","75","Standard","cdk_desc","0.001","0.7724388087677209","0.7258603407951888","0.7933534069365451","0.7981026785714286"
"data_herg","SVC_NNC_DESC","100","Standard","cdk_desc","0.001","0.7720001746005073","0.7158091101458959","0.7907048065127691","0.8094866071428571"
"data_herg","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.01","0.502710027100271","0.508130081300813","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.01","0.5054311608689858","0.5121951219512195","0.5040983606557377","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.01","0.5067972810875649","0.5121951219512195","0.5081967213114754","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","rdkit_desc","0.01","0.7732250675002574","0.7314288896313621","0.7947195271551244","0.7935267857142857"
"data_herg","SVC_NNC_DESC","75","Standard","rdkit_desc","0.01","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","100","Standard","rdkit_desc","0.01","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.01","0.50021346103872","0.5006403831161599","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.01","0.5013550135501355","0.5040650406504065","0.5","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.01","0.5015873469206421","0.5040650406504065","0.50069700011152","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","cdk_desc","0.01","0.7672322757172098","0.7123844526116494","0.7873034459685514","0.8020089285714286"
"data_herg","SVC_NNC_DESC","75","Standard","cdk_desc","0.01","0.7724388087677209","0.7258603407951888","0.7933534069365451","0.7981026785714286"
"data_herg","SVC_NNC_DESC","100","Standard","cdk_desc","0.01","0.7720001746005073","0.7158091101458959","0.7907048065127691","0.8094866071428571"
"data_herg","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.1","0.502710027100271","0.508130081300813","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.1","0.5054311608689858","0.5121951219512195","0.5040983606557377","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.1","0.5067972810875649","0.5121951219512195","0.5081967213114754","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","rdkit_desc","0.1","0.7732250675002574","0.7314288896313621","0.7947195271551244","0.7935267857142857"
"data_herg","SVC_NNC_DESC","75","Standard","rdkit_desc","0.1","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","100","Standard","rdkit_desc","0.1","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.1","0.50021346103872","0.5006403831161599","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.1","0.5013550135501355","0.5040650406504065","0.5","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.1","0.5015873469206421","0.5040650406504065","0.50069700011152","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","cdk_desc","0.1","0.7672322757172098","0.7123844526116494","0.7873034459685514","0.8020089285714286"
"data_herg","SVC_NNC_DESC","75","Standard","cdk_desc","0.1","0.7724388087677209","0.7258603407951888","0.7933534069365451","0.7981026785714286"
"data_herg","SVC_NNC_DESC","100","Standard","cdk_desc","0.1","0.7720001746005073","0.7158091101458959","0.7907048065127691","0.8094866071428571"
"data_herg","SVC_NNC_DESC","50","MaxMin","rdkit_desc","1.0","0.502710027100271","0.508130081300813","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","rdkit_desc","1.0","0.5054311608689858","0.5121951219512195","0.5040983606557377","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","rdkit_desc","1.0","0.5067972810875649","0.5121951219512195","0.5081967213114754","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","rdkit_desc","1.0","0.7732250675002574","0.7314288896313621","0.7947195271551244","0.7935267857142857"
"data_herg","SVC_NNC_DESC","75","Standard","rdkit_desc","1.0","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","100","Standard","rdkit_desc","1.0","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","50","MaxMin","cdk_desc","1.0","0.50021346103872","0.5006403831161599","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","cdk_desc","1.0","0.5013550135501355","0.5040650406504065","0.5","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","cdk_desc","1.0","0.5015873469206421","0.5040650406504065","0.50069700011152","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","cdk_desc","1.0","0.7672322757172098","0.7123844526116494","0.7873034459685514","0.8020089285714286"
"data_herg","SVC_NNC_DESC","75","Standard","cdk_desc","1.0","0.7724388087677209","0.7258603407951888","0.7933534069365451","0.7981026785714286"
"data_herg","SVC_NNC_DESC","100","Standard","cdk_desc","1.0","0.7720001746005073","0.7158091101458959","0.7907048065127691","0.8094866071428571"
"data_herg","SVC_NNC_DESC","50","MaxMin","rdkit_desc","10.0","0.502710027100271","0.508130081300813","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","rdkit_desc","10.0","0.5054311608689858","0.5121951219512195","0.5040983606557377","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","rdkit_desc","10.0","0.5067972810875649","0.5121951219512195","0.5081967213114754","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","rdkit_desc","10.0","0.7732250675002574","0.7314288896313621","0.7947195271551244","0.7935267857142857"
"data_herg","SVC_NNC_DESC","75","Standard","rdkit_desc","10.0","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","100","Standard","rdkit_desc","10.0","0.7741265209778233","0.7314288896313621","0.7974238875878221","0.7935267857142857"
"data_herg","SVC_NNC_DESC","50","MaxMin","cdk_desc","10.0","0.50021346103872","0.5006403831161599","0.5","0.5"
"data_herg","SVC_NNC_DESC","75","MaxMin","cdk_desc","10.0","0.5013550135501355","0.5040650406504065","0.5","0.5"
"data_herg","SVC_NNC_DESC","100","MaxMin","cdk_desc","10.0","0.5015873469206421","0.5040650406504065","0.50069700011152","0.5"
"data_herg","SVC_NNC_DESC","50","Standard","cdk_desc","10.0","0.7672322757172098","0.7123844526116494","0.7873034459685514","0.8020089285714286"
"data_herg","SVC_NNC_DESC","75","Standard","cdk_desc","10.0","0.7724388087677209","0.7258603407951888","0.7933534069365451","0.7981026785714286"
"data_herg","SVC_NNC_DESC","100","Standard","cdk_desc","10.0","0.7720001746005073","0.7158091101458959","0.7907048065127691","0.8094866071428571"
"data_malaria","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.001","0.843615865302025","0.8699718836352446","0.8313640607758254","0.8295116514950052"
"data_malaria","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.001","0.8120203882754969","0.7595943402053272","0.8390561072914013","0.8374107173297621"
"data_malaria","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.001","0.8068506488592778","0.7089540014125317","0.9216721840252113","0.7899257611400907"
"data_malaria","SVC_NNC_DESC","50","Standard","rdkit_desc","0.001","0.7337709585069089","0.7112876328276685","0.7637416178592649","0.7262836248337935"
"data_malaria","SVC_NNC_DESC","75","Standard","rdkit_desc","0.001","0.7370494963240476","0.7202206879513187","0.7473491214667686","0.7435786795540555"
"data_malaria","SVC_NNC_DESC","100","Standard","rdkit_desc","0.001","0.7477953538288092","0.7522940214457767","0.7553857906799065","0.7357062493607445"
"data_malaria","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.001","0.8224033879795134","0.7783627521275253","0.8942721330956624","0.7945752787153525"
"data_malaria","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.001","0.8237411837762805","0.7923819958590799","0.8702537984890927","0.808587756980669"
"data_malaria","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.001","0.8215605072446645","0.7955964455759021","0.8733282403870639","0.7957568357710274"
"data_malaria","SVC_NNC_DESC","50","Standard","cdk_desc","0.001","0.7345484650474021","0.7059892959092972","0.7485510567863509","0.7491050424465583"
"data_malaria","SVC_NNC_DESC","75","Standard","cdk_desc","0.001","0.7385209493303084","0.7241575160923892","0.747861811391223","0.7435435205073131"
"data_malaria","SVC_NNC_DESC","100","Standard","cdk_desc","0.001","0.7357297870257792","0.7074246537820135","0.7587046939988116","0.7410600132965124"
"data_malaria","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.01","0.843615865302025","0.8699718836352446","0.8313640607758254","0.8295116514950052"
"data_malaria","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.01","0.8120203882754969","0.7595943402053272","0.8390561072914013","0.8374107173297621"
"data_malaria","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.01","0.8068506488592778","0.7089540014125317","0.9216721840252113","0.7899257611400907"
"data_malaria","SVC_NNC_DESC","50","Standard","rdkit_desc","0.01","0.7337709585069089","0.7112876328276685","0.7637416178592649","0.7262836248337935"
"data_malaria","SVC_NNC_DESC","75","Standard","rdkit_desc","0.01","0.7370494963240476","0.7202206879513187","0.7473491214667686","0.7435786795540555"
"data_malaria","SVC_NNC_DESC","100","Standard","rdkit_desc","0.01","0.7477953538288092","0.7522940214457767","0.7553857906799065","0.7357062493607445"
"data_malaria","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.01","0.8224033879795134","0.7783627521275253","0.8942721330956624","0.7945752787153525"
"data_malaria","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.01","0.8237411837762805","0.7923819958590799","0.8702537984890927","0.808587756980669"
"data_malaria","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.01","0.8215605072446645","0.7955964455759021","0.8733282403870639","0.7957568357710274"
"data_malaria","SVC_NNC_DESC","50","Standard","cdk_desc","0.01","0.7345484650474021","0.7059892959092972","0.7485510567863509","0.7491050424465583"
"data_malaria","SVC_NNC_DESC","75","Standard","cdk_desc","0.01","0.7385209493303084","0.7241575160923892","0.747861811391223","0.7435435205073131"
"data_malaria","SVC_NNC_DESC","100","Standard","cdk_desc","0.01","0.7357297870257792","0.7074246537820135","0.7587046939988116","0.7410600132965124"
"data_malaria","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.1","0.843615865302025","0.8699718836352446","0.8313640607758254","0.8295116514950052"
"data_malaria","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.1","0.8120203882754969","0.7595943402053272","0.8390561072914013","0.8374107173297621"
"data_malaria","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.1","0.8068506488592778","0.7089540014125317","0.9216721840252113","0.7899257611400907"
"data_malaria","SVC_NNC_DESC","50","Standard","rdkit_desc","0.1","0.7337709585069089","0.7112876328276685","0.7637416178592649","0.7262836248337935"
"data_malaria","SVC_NNC_DESC","75","Standard","rdkit_desc","0.1","0.7370494963240476","0.7202206879513187","0.7473491214667686","0.7435786795540555"
"data_malaria","SVC_NNC_DESC","100","Standard","rdkit_desc","0.1","0.7477953538288092","0.7522940214457767","0.7553857906799065","0.7357062493607445"
"data_malaria","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.1","0.8224033879795134","0.7783627521275253","0.8942721330956624","0.7945752787153525"
"data_malaria","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.1","0.8237411837762805","0.7923819958590799","0.8702537984890927","0.808587756980669"
"data_malaria","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.1","0.8215605072446645","0.7955964455759021","0.8733282403870639","0.7957568357710274"
"data_malaria","SVC_NNC_DESC","50","Standard","cdk_desc","0.1","0.7345484650474021","0.7059892959092972","0.7485510567863509","0.7491050424465583"
"data_malaria","SVC_NNC_DESC","75","Standard","cdk_desc","0.1","0.7385209493303084","0.7241575160923892","0.747861811391223","0.7435435205073131"
"data_malaria","SVC_NNC_DESC","100","Standard","cdk_desc","0.1","0.7357297870257792","0.7074246537820135","0.7587046939988116","0.7410600132965124"
"data_malaria","SVC_NNC_DESC","50","MaxMin","rdkit_desc","1.0","0.843615865302025","0.8699718836352446","0.8313640607758254","0.8295116514950052"
"data_malaria","SVC_NNC_DESC","75","MaxMin","rdkit_desc","1.0","0.8120203882754969","0.7595943402053272","0.8390561072914013","0.8374107173297621"
"data_malaria","SVC_NNC_DESC","100","MaxMin","rdkit_desc","1.0","0.8068506488592778","0.7089540014125317","0.9216721840252113","0.7899257611400907"
"data_malaria","SVC_NNC_DESC","50","Standard","rdkit_desc","1.0","0.7337709585069089","0.7112876328276685","0.7637416178592649","0.7262836248337935"
"data_malaria","SVC_NNC_DESC","75","Standard","rdkit_desc","1.0","0.7370494963240476","0.7202206879513187","0.7473491214667686","0.7435786795540555"
"data_malaria","SVC_NNC_DESC","100","Standard","rdkit_desc","1.0","0.7477953538288092","0.7522940214457767","0.7553857906799065","0.7357062493607445"
"data_malaria","SVC_NNC_DESC","50","MaxMin","cdk_desc","1.0","0.8224033879795134","0.7783627521275253","0.8942721330956624","0.7945752787153525"
"data_malaria","SVC_NNC_DESC","75","MaxMin","cdk_desc","1.0","0.8237411837762805","0.7923819958590799","0.8702537984890927","0.808587756980669"
"data_malaria","SVC_NNC_DESC","100","MaxMin","cdk_desc","1.0","0.8215605072446645","0.7955964455759021","0.8733282403870639","0.7957568357710274"
"data_malaria","SVC_NNC_DESC","50","Standard","cdk_desc","1.0","0.7345484650474021","0.7059892959092972","0.7485510567863509","0.7491050424465583"
"data_malaria","SVC_NNC_DESC","75","Standard","cdk_desc","1.0","0.7385209493303084","0.7241575160923892","0.747861811391223","0.7435435205073131"
"data_malaria","SVC_NNC_DESC","100","Standard","cdk_desc","1.0","0.7357297870257792","0.7074246537820135","0.7587046939988116","0.7410600132965124"
"data_malaria","SVC_NNC_DESC","50","MaxMin","rdkit_desc","10.0","0.843615865302025","0.8699718836352446","0.8313640607758254","0.8295116514950052"
"data_malaria","SVC_NNC_DESC","75","MaxMin","rdkit_desc","10.0","0.8120203882754969","0.7595943402053272","0.8390561072914013","0.8374107173297621"
"data_malaria","SVC_NNC_DESC","100","MaxMin","rdkit_desc","10.0","0.8068506488592778","0.7089540014125317","0.9216721840252113","0.7899257611400907"
"data_malaria","SVC_NNC_DESC","50","Standard","rdkit_desc","10.0","0.7337709585069089","0.7112876328276685","0.7637416178592649","0.7262836248337935"
"data_malaria","SVC_NNC_DESC","75","Standard","rdkit_desc","10.0","0.7370494963240476","0.7202206879513187","0.7473491214667686","0.7435786795540555"
"data_malaria","SVC_NNC_DESC","100","Standard","rdkit_desc","10.0","0.7477953538288092","0.7522940214457767","0.7553857906799065","0.7357062493607445"
"data_malaria","SVC_NNC_DESC","50","MaxMin","cdk_desc","10.0","0.8224033879795134","0.7783627521275253","0.8942721330956624","0.7945752787153525"
"data_malaria","SVC_NNC_DESC","75","MaxMin","cdk_desc","10.0","0.8237411837762805","0.7923819958590799","0.8702537984890927","0.808587756980669"
"data_malaria","SVC_NNC_DESC","100","MaxMin","cdk_desc","10.0","0.8215605072446645","0.7955964455759021","0.8733282403870639","0.7957568357710274"
"data_malaria","SVC_NNC_DESC","50","Standard","cdk_desc","10.0","0.7345484650474021","0.7059892959092972","0.7485510567863509","0.7491050424465583"
"data_malaria","SVC_NNC_DESC","75","Standard","cdk_desc","10.0","0.7385209493303084","0.7241575160923892","0.747861811391223","0.7435435205073131"
"data_malaria","SVC_NNC_DESC","100","Standard","cdk_desc","10.0","0.7357297870257792","0.7074246537820135","0.7587046939988116","0.7410600132965124"
