"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","maxNodes [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"TB_MDR","SMILE_RFR_DESC","70","cdk_desc","10000","0.6129716797361344","0.6198482354404264","0.6365337093694241","0.5825330943985527"
"ADMECaco2","SMILE_RFR_DESC","30","rdkit_desc","1000","0.8198204681423727","0.7902711342632402","0.8795148336938546","0.7896754364700233"
"ADMECaco2","SMILE_RFR_DESC","40","rdkit_desc","1000","0.8027976079957729","0.7713330909979988","0.8694926072428789","0.7675671257464413"
"ADMECaco2","SMILE_RFR_DESC","50","rdkit_desc","1000","0.8032269563474893","0.7757599530097533","0.8510202732741131","0.7829006427586017"
"ADMECaco2","SMILE_RFR_DESC","60","rdkit_desc","1000","0.80091183769153","0.7641333727719329","0.8556387763828441","0.7829633639198126"
"ADMECaco2","SMILE_RFR_DESC","70","rdkit_desc","1000","0.8019437204267993","0.7714261841287804","0.8506000311953469","0.7838049459562708"
"ADMECaco2","SMILE_RFR_DESC","30","cdk_desc","1000","0.7639867978186428","0.74546629125121","0.8141854483772186","0.7323086538274997"
"ADMECaco2","SMILE_RFR_DESC","40","cdk_desc","1000","0.7444634663465827","0.7185251512213677","0.7877048861323835","0.727160361685997"
"ADMECaco2","SMILE_RFR_DESC","50","cdk_desc","1000","0.7640619095227251","0.7400553552989052","0.8075156337599567","0.7446147395093137"
"ADMECaco2","SMILE_RFR_DESC","60","cdk_desc","1000","0.755995927634157","0.739733312450608","0.7942929685562488","0.7339615018956143"
"ADMECaco2","SMILE_RFR_DESC","70","cdk_desc","1000","0.7501941073853781","0.7226398655350001","0.8035833366953593","0.724359119925775"
"ADMECaco2","SMILE_RFR_DESC","30","rdkit_desc","5000","0.8078549983835929","0.7812671448121226","0.8518795884986212","0.7904182618400348"
"ADMECaco2","SMILE_RFR_DESC","40","rdkit_desc","5000","0.7876065365024969","0.7596922825465815","0.8407674018419576","0.7623599251189519"
"ADMECaco2","SMILE_RFR_DESC","50","rdkit_desc","5000","0.8060341809623841","0.7775428387016423","0.8532225055413881","0.7873371986441218"
"ADMECaco2","SMILE_RFR_DESC","60","rdkit_desc","5000","0.8166955355739063","0.787997853448305","0.862108225666638","0.799980527606776"
"ADMECaco2","SMILE_RFR_DESC","70","rdkit_desc","5000","0.8073129595153365","0.7631997344614146","0.8601462852024843","0.7985928588821108"
"ADMECaco2","SMILE_RFR_DESC","30","cdk_desc","5000","0.7610722149964341","0.6910577294440642","0.8253511099078935","0.7668078056373445"
"ADMECaco2","SMILE_RFR_DESC","40","cdk_desc","5000","0.7683514164743915","0.7217563718257952","0.8215791451548746","0.761718732442505"
"ADMECaco2","SMILE_RFR_DESC","50","cdk_desc","5000","0.7587572615452128","0.7157479776297144","0.8071820957853522","0.7533417112205719"
"ADMECaco2","SMILE_RFR_DESC","60","cdk_desc","5000","0.7601377597741669","0.7189723861053582","0.827226019118069","0.7342148740990735"
"ADMECaco2","SMILE_RFR_DESC","70","cdk_desc","5000","0.7543002905455466","0.7154789936786874","0.8060678024569952","0.7413540755009574"
"ADMECaco2","SMILE_RFR_DESC","30","rdkit_desc","10000","0.7943548645713135","0.7649163324840981","0.8383903104563181","0.7797579507735247"
"ADMECaco2","SMILE_RFR_DESC","40","rdkit_desc","10000","0.8093323557806364","0.7932058517013241","0.8646600267411972","0.7701311888993878"
"ADMECaco2","SMILE_RFR_DESC","50","rdkit_desc","10000","0.8154709266302458","0.7980758582159274","0.8657940955968867","0.7825428260779232"
"ADMECaco2","SMILE_RFR_DESC","60","rdkit_desc","10000","0.813811107650687","0.7937574407976071","0.8638774958459714","0.7837983863084825"
"ADMECaco2","SMILE_RFR_DESC","70","rdkit_desc","10000","0.7937644426507605","0.7545958085538476","0.8504642445742027","0.7762332748242315"
"ADMECaco2","SMILE_RFR_DESC","30","cdk_desc","10000","0.7578297327973154","0.7242892059086473","0.7884710639928635","0.7607289284904352"
"ADMECaco2","SMILE_RFR_DESC","40","cdk_desc","10000","0.7516998611285404","0.7034244943783575","0.8355030815206289","0.7161720074866348"
"ADMECaco2","SMILE_RFR_DESC","50","cdk_desc","10000","0.7540436496028821","0.7115365743514069","0.7975103674827038","0.7530840069745356"
"ADMECaco2","SMILE_RFR_DESC","60","cdk_desc","10000","0.7546429170192317","0.7083127626935039","0.8157248489198379","0.7398911394443536"
"ADMECaco2","SMILE_RFR_DESC","70","cdk_desc","10000","0.7447647210886209","0.713936122388254","0.7869302528371711","0.7334277880404375"
"TB_SRI","SMILE_RFR_DESC","30","rdkit_desc","1000","0.665350982142538","0.662734434150029","0.6596504557784805","0.6736680564991041"
"TB_SRI","SMILE_RFR_DESC","40","rdkit_desc","1000","0.6646527462284572","0.6608171606549008","0.6678703682801957","0.665270709750275"
"TB_SRI","SMILE_RFR_DESC","50","rdkit_desc","1000","0.6616563172866172","0.6577315199396123","0.6608325245374923","0.6664049073827473"
"TB_SRI","SMILE_RFR_DESC","60","rdkit_desc","1000","0.6592473483633425","0.6577124862282082","0.6513695479858201","0.6686600108759992"
"TB_SRI","SMILE_RFR_DESC","70","rdkit_desc","1000","0.6655777615075074","0.6669659179903265","0.6619336315167297","0.667833735015466"
"TB_SRI","SMILE_RFR_DESC","30","cdk_desc","1000","0.6611320607192724","0.6692441384686783","0.6577816620494131","0.6563703816397262"
"TB_SRI","SMILE_RFR_DESC","40","cdk_desc","1000","0.659362798364228","0.6654086331877583","0.6542624442914985","0.6584173176134273"
"TB_SRI","SMILE_RFR_DESC","50","cdk_desc","1000","0.6562518886359952","0.6627289663302819","0.6467285943434795","0.659298105234224"
"TB_SRI","SMILE_RFR_DESC","60","cdk_desc","1000","0.6602241808414403","0.675514103839968","0.6493051586955421","0.6558532799888108"
"TB_SRI","SMILE_RFR_DESC","70","cdk_desc","1000","0.6589809300266042","0.667479764342483","0.6495529659915287","0.6599100597458007"
"TB_SRI","SMILE_RFR_DESC","30","rdkit_desc","5000","0.6688095957967707","0.669664145830319","0.6660450645765595","0.6707195769834337"
"TB_SRI","SMILE_RFR_DESC","40","rdkit_desc","5000","0.6608201778659678","0.6607138829842517","0.6489237894737045","0.6728228611399472"
"TB_SRI","SMILE_RFR_DESC","50","rdkit_desc","5000","0.6661592662473032","0.6660421251622551","0.6630292100355064","0.6694064635441481"
"TB_SRI","SMILE_RFR_DESC","60","rdkit_desc","5000","0.6640592999294358","0.6667486446239395","0.6628834309137","0.6625458242506681"
"TB_SRI","SMILE_RFR_DESC","70","rdkit_desc","5000","0.6633657574343301","0.6640123746637169","0.6600287932103288","0.6660561044289449"
"TB_SRI","SMILE_RFR_DESC","30","cdk_desc","5000","0.6624217308789689","0.6698965485421929","0.6584749824193249","0.6588936616753891"
"TB_SRI","SMILE_RFR_DESC","40","cdk_desc","5000","0.6616999351809162","0.6667362024398183","0.6566786238769976","0.6616849792259324"
"TB_SRI","SMILE_RFR_DESC","50","cdk_desc","5000","0.6602165545661611","0.6695655457567125","0.6538525624475846","0.6572315554941862"
"TB_SRI","SMILE_RFR_DESC","60","cdk_desc","5000","0.6563978228108373","0.6610264790429006","0.646697663703206","0.661469325686405"
"TB_SRI","SMILE_RFR_DESC","70","cdk_desc","5000","0.6569732628288601","0.6628872082081304","0.6527998376989123","0.6552327425795378"
"TB_SRI","SMILE_RFR_DESC","30","rdkit_desc","10000","0.6686873706562935","0.6738187931446086","0.657239477662559","0.6750038411617127"
"TB_SRI","SMILE_RFR_DESC","40","rdkit_desc","10000","0.6662302971453461","0.6714653638756677","0.6598703407274219","0.6673551868329487"
"TB_SRI","SMILE_RFR_DESC","50","rdkit_desc","10000","0.6647528081488758","0.6633886904229983","0.6606823256557397","0.6701874083678896"
"TB_SRI","SMILE_RFR_DESC","60","rdkit_desc","10000","0.6614199624020193","0.663210630825065","0.6594065503528094","0.6616427060281835"
"TB_SRI","SMILE_RFR_DESC","70","rdkit_desc","10000","0.6610194791776849","0.6614761994668061","0.6625518228051733","0.6590304152610751"
"TB_SRI","SMILE_RFR_DESC","30","cdk_desc","10000","0.6609055361027892","0.668493867697233","0.6546408401317653","0.6595819004793697"
"TB_SRI","SMILE_RFR_DESC","40","cdk_desc","10000","0.6592435935678337","0.6598762404659175","0.6580121623581839","0.6598423778793996"
"TB_SRI","SMILE_RFR_DESC","50","cdk_desc","10000","0.6582028415713097","0.6648278985445593","0.6530716447962841","0.6567089813730858"
"TB_SRI","SMILE_RFR_DESC","60","cdk_desc","10000","0.6575415415177894","0.665466221045574","0.6545215414810303","0.6526368620267641"
"TB_SRI","SMILE_RFR_DESC","70","cdk_desc","10000","0.6596294623663641","0.6625262440172399","0.6551876478420481","0.6611744952398042"
"LogP","SMILE_RFR_DESC","30","rdkit_desc","1000","0.6031096464940106","0.5486298321355945","0.626889391881733","0.6338097154647042"
"LogP","SMILE_RFR_DESC","40","rdkit_desc","1000","0.602847135774521","0.5512470873489911","0.6265799945219872","0.6307143254525849"
"LogP","SMILE_RFR_DESC","50","rdkit_desc","1000","0.6015611561996708","0.5543941310197203","0.6245748194682973","0.6257145181109947"
"LogP","SMILE_RFR_DESC","60","rdkit_desc","1000","0.5983312945265852","0.5528159967388829","0.6170950185803914","0.6250828682604811"
"LogP","SMILE_RFR_DESC","70","rdkit_desc","1000","0.5959620270610132","0.5472629513387032","0.6256882138906786","0.614934915953658"
"LogP","SMILE_RFR_DESC","30","cdk_desc","1000","0.5750944763566515","0.5199041571497417","0.6021810603194063","0.6031982116008063"
"LogP","SMILE_RFR_DESC","40","cdk_desc","1000","0.5847112942580359","0.5376261097680888","0.6039527702573669","0.6125550027486522"
"LogP","SMILE_RFR_DESC","50","cdk_desc","1000","0.5702048210381819","0.5246957564912401","0.5911913331351178","0.5947273734881877"
"LogP","SMILE_RFR_DESC","60","cdk_desc","1000","0.5776743101413383","0.5293513066289388","0.6020922697939551","0.6015793540011211"
"LogP","SMILE_RFR_DESC","70","cdk_desc","1000","0.575807692931113","0.5252625073792858","0.5949368871038573","0.6072236843101958"
"LogP","SMILE_RFR_DESC","30","rdkit_desc","5000","0.6036515791562168","0.5488087245380551","0.6318644063989796","0.6302816065316156"
"LogP","SMILE_RFR_DESC","40","rdkit_desc","5000","0.6022247577978143","0.5575314284917069","0.6258980061573196","0.6232448387444165"
"LogP","SMILE_RFR_DESC","50","rdkit_desc","5000","0.5965161974258627","0.551506707322137","0.623724773624147","0.6143171113313043"
"LogP","SMILE_RFR_DESC","60","rdkit_desc","5000","0.6015515212325258","0.5510491973409734","0.6285050709939838","0.6251002953626202"
"LogP","SMILE_RFR_DESC","70","rdkit_desc","5000","0.5996536006711216","0.5469314617166685","0.6231924613606082","0.6288368789360882"
"LogP","SMILE_RFR_DESC","30","cdk_desc","5000","0.5866947386417087","0.5440409747616797","0.5994044747517794","0.6166387664116669"
"LogP","SMILE_RFR_DESC","40","cdk_desc","5000","0.5772146071743619","0.5245968373015484","0.6032087255940591","0.6038382586274781"
"LogP","SMILE_RFR_DESC","50","cdk_desc","5000","0.5754426422062041","0.5215380912531922","0.5985492468642822","0.6062405885011379"
"LogP","SMILE_RFR_DESC","60","cdk_desc","5000","0.5783015136238011","0.5271451846032995","0.6004306536608374","0.6073287026072663"
"LogP","SMILE_RFR_DESC","70","cdk_desc","5000","0.5760665346370634","0.5254131266071335","0.5950142722332603","0.607772205070796"
"LogP","SMILE_RFR_DESC","30","rdkit_desc","10000","0.6012904417568934","0.5465024204271826","0.6294725098570401","0.6278963949864574"
"LogP","SMILE_RFR_DESC","40","rdkit_desc","10000","0.6075656507247186","0.5586748035500424","0.6321099665251554","0.6319121820989582"
"LogP","SMILE_RFR_DESC","50","rdkit_desc","10000","0.5980439957572057","0.545711951698735","0.616877808526819","0.6315422270460632"
"LogP","SMILE_RFR_DESC","60","rdkit_desc","10000","0.5999379532597812","0.5561773094110772","0.6266179813522048","0.6170185690160617"
"LogP","SMILE_RFR_DESC","70","rdkit_desc","10000","0.6002668295184674","0.5423013805195718","0.6251097157089325","0.6333893923268981"
"LogP","SMILE_RFR_DESC","30","cdk_desc","10000","0.5858974970276446","0.5367314244942588","0.6086777054335074","0.6122833611551677"
"LogP","SMILE_RFR_DESC","40","cdk_desc","10000","0.5823404718343023","0.528618279562182","0.6044594143556692","0.6139437215850555"
"LogP","SMILE_RFR_DESC","50","cdk_desc","10000","0.5722177995781156","0.520006642126819","0.5948266785836145","0.6018200780239135"
"LogP","SMILE_RFR_DESC","60","cdk_desc","10000","0.5730459350779787","0.5225784211121027","0.5936083469640361","0.6029510371577974"
"LogP","SMILE_RFR_DESC","70","cdk_desc","10000","0.5698912291108331","0.5187977762470849","0.5893931651628186","0.601482745922596"
"MalariaNovartis","SMILE_RFR_DESC","30","rdkit_desc","1000","0.5351805084087987","0.5424154068259206","0.5370614035715764","0.5260647148288994"
"MalariaNovartis","SMILE_RFR_DESC","40","rdkit_desc","1000","0.5362226256070788","0.5460881329789746","0.536831587061995","0.5257481567802669"
"MalariaNovartis","SMILE_RFR_DESC","50","rdkit_desc","1000","0.5347134494474831","0.5424279351865089","0.5369952911711942","0.5247171219847462"
"MalariaNovartis","SMILE_RFR_DESC","60","rdkit_desc","1000","0.5324286581331106","0.542686182694462","0.5356698845176033","0.5189299071872664"
"MalariaNovartis","SMILE_RFR_DESC","70","rdkit_desc","1000","0.5340203328528523","0.5434454086021745","0.5365871110915728","0.5220284788648099"
"MalariaNovartis","SMILE_RFR_DESC","30","cdk_desc","1000","0.5382200374522276","0.5453195366487616","0.5373822426686286","0.5319583330392924"
"MalariaNovartis","SMILE_RFR_DESC","40","cdk_desc","1000","0.5361672851918713","0.5464263082099566","0.5369848970072171","0.5250906503584402"
"MalariaNovartis","SMILE_RFR_DESC","50","cdk_desc","1000","0.534358884527893","0.5456087796332433","0.5310231522182302","0.5264447217322057"
"MalariaNovartis","SMILE_RFR_DESC","60","cdk_desc","1000","0.5338422489460831","0.544141982366252","0.5333575173225976","0.5240272471493995"
"MalariaNovartis","SMILE_RFR_DESC","70","cdk_desc","1000","0.5344947282620829","0.5450469735553005","0.5338355623673962","0.5246016488635521"
"MalariaNovartis","SMILE_RFR_DESC","30","rdkit_desc","5000","0.537912074160466","0.5468360066972966","0.5392587987684249","0.5276414170156766"
"MalariaNovartis","SMILE_RFR_DESC","40","rdkit_desc","5000","0.5377795866870771","0.5456933153944612","0.5393358260275087","0.5283096186392614"
"MalariaNovartis","SMILE_RFR_DESC","50","rdkit_desc","5000","0.5346801697954425","0.5413317392771876","0.5367483938076465","0.5259603763014934"
"MalariaNovartis","SMILE_RFR_DESC","60","rdkit_desc","5000","0.5332162846927274","0.543712342014994","0.5318837453969897","0.5240527666661987"
"MalariaNovartis","SMILE_RFR_DESC","70","rdkit_desc","5000","0.532908026326021","0.5433988158629396","0.5348176693619753","0.5205075937531484"
"MalariaNovartis","SMILE_RFR_DESC","30","cdk_desc","5000","0.5372249579718095","0.5476520558889435","0.5385546064207627","0.5254682116057223"
"MalariaNovartis","SMILE_RFR_DESC","40","cdk_desc","5000","0.5362405056613812","0.5450935790603101","0.5367890257928966","0.5268389121309367"
"MalariaNovartis","SMILE_RFR_DESC","50","cdk_desc","5000","0.5344607469404606","0.5441322627632631","0.5347125154285484","0.5245374626295702"
"MalariaNovartis","SMILE_RFR_DESC","60","cdk_desc","5000","0.5320396983502365","0.542394654524209","0.5306930956750021","0.5230313448514982"
"MalariaNovartis","SMILE_RFR_DESC","70","cdk_desc","5000","0.5345269394660429","0.5441722186349947","0.5335074045485619","0.5259011952145721"
"MalariaNovartis","SMILE_RFR_DESC","30","rdkit_desc","10000","0.5356910713173842","0.5442523607089239","0.5379631901287945","0.5248576631144343"
"MalariaNovartis","SMILE_RFR_DESC","40","rdkit_desc","10000","0.5362441588762629","0.544806160301597","0.539194369170647","0.5247319471565448"
"MalariaNovartis","SMILE_RFR_DESC","50","rdkit_desc","10000","0.5358566417734458","0.5470017239253291","0.5358399097028915","0.5247282916921167"
"MalariaNovartis","SMILE_RFR_DESC","60","rdkit_desc","10000","0.5331677826877231","0.5434891841456875","0.5338287517194988","0.522185412197983"
"MalariaNovartis","SMILE_RFR_DESC","70","rdkit_desc","10000","0.5341372222705352","0.5440323268756107","0.5354960455417855","0.5228832943942092"
"MalariaNovartis","SMILE_RFR_DESC","30","cdk_desc","10000","0.5379421155554934","0.5493293443951662","0.5370207268163052","0.527476275455009"
"MalariaNovartis","SMILE_RFR_DESC","40","cdk_desc","10000","0.5362862422515134","0.5468495899034269","0.5338965486552801","0.5281125881958332"
"MalariaNovartis","SMILE_RFR_DESC","50","cdk_desc","10000","0.5342125255397708","0.5456255095010188","0.5307271494806184","0.5262849176376752"
"MalariaNovartis","SMILE_RFR_DESC","60","cdk_desc","10000","0.5338227011580837","0.5446703574339206","0.5320690768611684","0.524728669179162"
"MalariaNovartis","SMILE_RFR_DESC","70","cdk_desc","10000","0.5331472492731878","0.5405262227992289","0.5361679259837198","0.5227475990366147"
"MalariaGSK","SMILE_RFR_DESC","30","rdkit_desc","1000","0.293564452074145","0.2876462957425834","0.29857896167462306","0.2944680988052287"
"MalariaGSK","SMILE_RFR_DESC","40","rdkit_desc","1000","0.29215177712762747","0.28831615049163395","0.29492552994169485","0.29321365094955365"
"MalariaGSK","SMILE_RFR_DESC","50","rdkit_desc","1000","0.29059075037519483","0.28705995301479525","0.29480371432957747","0.28990858378121176"
"MalariaGSK","SMILE_RFR_DESC","60","rdkit_desc","1000","0.29098634603851353","0.28679144409089524","0.2944523834854388","0.29171521053920657"
"MalariaGSK","SMILE_RFR_DESC","70","rdkit_desc","1000","0.2907770709291679","0.2873941647681675","0.2941491050381671","0.2907879429811691"
"MalariaGSK","SMILE_RFR_DESC","30","cdk_desc","1000","0.2914698761262789","0.2907999196132786","0.2935926269792106","0.29001708178634744"
"MalariaGSK","SMILE_RFR_DESC","40","cdk_desc","1000","0.29136417359062694","0.29096469801425534","0.2923013226795976","0.29082650007802785"
"MalariaGSK","SMILE_RFR_DESC","50","cdk_desc","1000","0.2889462128019982","0.28880462433063014","0.29104732568700264","0.2869866883883619"
"MalariaGSK","SMILE_RFR_DESC","60","cdk_desc","1000","0.28856020405819266","0.2876995036044506","0.2912523555516618","0.28672875301846545"
"MalariaGSK","SMILE_RFR_DESC","70","cdk_desc","1000","0.28919417122224655","0.28775939360747416","0.29241026810411763","0.2874128519551479"
"MalariaGSK","SMILE_RFR_DESC","30","rdkit_desc","5000","0.2927484262054541","0.2875856272962942","0.2966343225741499","0.2940253287459183"
"MalariaGSK","SMILE_RFR_DESC","40","rdkit_desc","5000","0.29244464625337724","0.28680976479317477","0.29763659549144256","0.2928875784755145"
"MalariaGSK","SMILE_RFR_DESC","50","rdkit_desc","5000","0.2922625926451323","0.28822400390376196","0.2973253547320917","0.2912384192995433"
"MalariaGSK","SMILE_RFR_DESC","60","rdkit_desc","5000","0.29038619560854567","0.28606681392901845","0.2951436783077097","0.28994809458890886"
"MalariaGSK","SMILE_RFR_DESC","70","rdkit_desc","5000","0.290596766070594","0.2874086613116788","0.2948293114270413","0.28955232547306187"
"MalariaGSK","SMILE_RFR_DESC","30","cdk_desc","5000","0.2909843355104598","0.2886152252968403","0.29456359444190217","0.2897741867926371"
"MalariaGSK","SMILE_RFR_DESC","40","cdk_desc","5000","0.28954775455342635","0.28914176348730153","0.2929050324048379","0.2865964677681397"
"MalariaGSK","SMILE_RFR_DESC","50","cdk_desc","5000","0.28971423430179866","0.2885710634622824","0.29300921256063944","0.2875624268824741"
"MalariaGSK","SMILE_RFR_DESC","60","cdk_desc","5000","0.2900650192161189","0.28785600093406183","0.2944125832164011","0.28792647349789374"
"MalariaGSK","SMILE_RFR_DESC","70","cdk_desc","5000","0.2881563361533286","0.28661723925981175","0.29093181452392297","0.28691995467625114"
"MalariaGSK","SMILE_RFR_DESC","30","rdkit_desc","10000","0.2922221147317115","0.28826845231189796","0.2965797207433106","0.2918181711399258"
"MalariaGSK","SMILE_RFR_DESC","40","rdkit_desc","10000","0.2924686130459036","0.28723717987498404","0.29755240129309457","0.29261625796963225"
"MalariaGSK","SMILE_RFR_DESC","50","rdkit_desc","10000","0.28986404723606013","0.2860553778857144","0.29363821410385826","0.28989854971860773"
"MalariaGSK","SMILE_RFR_DESC","60","rdkit_desc","10000","0.29135790460359107","0.28793907516709133","0.2953154556206568","0.2908191830230252"
"MalariaGSK","SMILE_RFR_DESC","70","rdkit_desc","10000","0.29021623129156965","0.28531525438647504","0.29464194108871283","0.29069149839952096"
"MalariaGSK","SMILE_RFR_DESC","30","cdk_desc","10000","0.2903029673250365","0.2883912672478569","0.29353903648872287","0.2889785982385298"
"MalariaGSK","SMILE_RFR_DESC","40","cdk_desc","10000","0.28891156716193733","0.28780465019136775","0.2906344166325908","0.28829563466185354"
"MalariaGSK","SMILE_RFR_DESC","50","cdk_desc","10000","0.28963590705832215","0.2887793579542667","0.2917688158895456","0.28835954733115415"
"MalariaGSK","SMILE_RFR_DESC","60","cdk_desc","10000","0.28943404627238856","0.2874085790710289","0.2918864237111473","0.2890071360349895"
"MalariaGSK","SMILE_RFR_DESC","70","cdk_desc","10000","0.28915406024982","0.28810255637358506","0.2928245911601348","0.28653503321574014"
