"name","feature","depth","trees","rmse"
"Xanthine-Bostaurus","cdk","2","20","0.8885386565624074"
"Xanthine-Bostaurus","rdkit","2","20","0.8875595092580235"
"Xanthine-Bostaurus","cdk","2","30","0.9008518133384231"
"Xanthine-Bostaurus","rdkit","2","30","0.8810031664559991"
"Xanthine-Bostaurus","cdk","2","40","0.8971508301894504"
"Xanthine-Bostaurus","rdkit","2","40","0.8827035919932495"
"Xanthine-Bostaurus","cdk","2","50","0.8978541685894763"
"Xanthine-Bostaurus","rdkit","2","50","0.8803217695525458"
"Xanthine-Bostaurus","cdk","2","60","0.9033131515437527"
"Xanthine-Bostaurus","rdkit","2","60","0.8698368095551708"
"Xanthine-Bostaurus","cdk","2","70","0.8901749140046672"
"Xanthine-Bostaurus","rdkit","2","70","0.8688458531905627"
"Xanthine-Bostaurus","cdk","5","5","0.7026438014935512"
"Xanthine-Bostaurus","rdkit","5","5","0.6933266478127283"
"Xanthine-Bostaurus","cdk","5","10","0.7023176414708692"
"Xanthine-Bostaurus","rdkit","5","10","0.709738382638125"
"Xanthine-Bostaurus","cdk","5","20","0.7008357734829926"
"Xanthine-Bostaurus","rdkit","5","20","0.6781367202869453"
"Xanthine-Bostaurus","cdk","5","30","0.6711671344056251"
"Xanthine-Bostaurus","rdkit","5","30","0.6638763846598081"
"Xanthine-Bostaurus","cdk","5","40","0.6790340726552291"
"Xanthine-Bostaurus","rdkit","5","40","0.676276077171746"
"Xanthine-Bostaurus","cdk","5","50","0.6907317177208123"
"Xanthine-Bostaurus","rdkit","5","50","0.6736718743859811"
"Xanthine-Bostaurus","cdk","5","60","0.6901077595769789"
"Xanthine-Bostaurus","rdkit","5","60","0.676262583248717"
"Xanthine-Bostaurus","cdk","5","70","0.6836519121725608"
"Xanthine-Bostaurus","rdkit","5","70","0.672650293415416"
"Xanthine-Bostaurus","cdk","10","5","0.6683657551991689"
"Xanthine-Bostaurus","rdkit","10","5","0.6649672345868116"
"Xanthine-Bostaurus","cdk","10","10","0.6630384348399487"
"Xanthine-Bostaurus","rdkit","10","10","0.6719157315066948"
"Xanthine-Bostaurus","cdk","10","20","0.6530692640714403"
"Xanthine-Bostaurus","rdkit","10","20","0.6390777881325047"
"Xanthine-Bostaurus","cdk","10","30","0.6283643165859181"
"Xanthine-Bostaurus","rdkit","10","30","0.62079359395127"
"Xanthine-Bostaurus","cdk","10","40","0.6376356502296179"
"Xanthine-Bostaurus","rdkit","10","40","0.6423556382488346"
"Xanthine-Bostaurus","cdk","10","50","0.6562425451878937"
"Xanthine-Bostaurus","rdkit","10","50","0.6393335597640806"
"Xanthine-Bostaurus","cdk","10","60","0.6450166798944643"
"Xanthine-Bostaurus","rdkit","10","60","0.6358834799713637"
"Xanthine-Bostaurus","cdk","10","70","0.6404068506205955"
"Xanthine-Bostaurus","rdkit","10","70","0.629340076961034"
"Xanthine-Bostaurus","cdk","15","5","0.664947973108305"
"Xanthine-Bostaurus","rdkit","15","5","0.6690205173184494"
"Xanthine-Bostaurus","cdk","15","10","0.6592292344149016"
"Xanthine-Bostaurus","rdkit","15","10","0.6672587879566438"
"Xanthine-Bostaurus","cdk","15","20","0.6469694831068447"
"Xanthine-Bostaurus","rdkit","15","20","0.6313351695482493"
"Xanthine-Bostaurus","cdk","15","30","0.6268093697662884"
"Xanthine-Bostaurus","rdkit","15","30","0.6185149032678097"
"Xanthine-Bostaurus","cdk","15","40","0.6342629278406064"
"Xanthine-Bostaurus","rdkit","15","40","0.6372544256724157"
"Xanthine-Bostaurus","cdk","15","50","0.6517467927296119"
"Xanthine-Bostaurus","rdkit","15","50","0.6366059911949031"
"Xanthine-Bostaurus","cdk","15","60","0.6390009158116865"
"Xanthine-Bostaurus","rdkit","15","60","0.635474173928583"
"Xanthine-Bostaurus","cdk","15","70","0.6358202819616792"
"Xanthine-Bostaurus","rdkit","15","70","0.6235773223194433"
"Xanthine-Bostaurus","cdk","20","5","0.6631699881361577"
"Xanthine-Bostaurus","rdkit","20","5","0.6707356000327321"
"Xanthine-Bostaurus","cdk","20","10","0.6611652631111202"
"Xanthine-Bostaurus","rdkit","20","10","0.6653342816108765"
"Xanthine-Bostaurus","cdk","20","20","0.6486014143706669"
"Xanthine-Bostaurus","rdkit","20","20","0.6314275994805223"
"Xanthine-Bostaurus","cdk","20","30","0.6254045997270226"
"Xanthine-Bostaurus","rdkit","20","30","0.6168258207940673"
"Xanthine-Bostaurus","cdk","20","40","0.6329913008231667"
"Xanthine-Bostaurus","rdkit","20","40","0.6353545239739125"
"Xanthine-Bostaurus","cdk","20","50","0.6512466166472751"
"Xanthine-Bostaurus","rdkit","20","50","0.6350975953632327"
"Xanthine-Bostaurus","cdk","20","60","0.6390276206268053"
"Xanthine-Bostaurus","rdkit","20","60","0.6333589749167102"
"Xanthine-Bostaurus","cdk","20","70","0.634812342470951"
"Xanthine-Bostaurus","rdkit","20","70","0.6218458518729698"
"Xanthine-Bostaurus","cdk","30","5","0.6662040444921292"
"Xanthine-Bostaurus","rdkit","30","5","0.6714522513746821"
"Xanthine-Bostaurus","cdk","30","10","0.6623008548113141"
"Xanthine-Bostaurus","rdkit","30","10","0.6652562411499565"
"Xanthine-Bostaurus","cdk","30","20","0.6481540515548683"
"Xanthine-Bostaurus","rdkit","30","20","0.6316184672032861"
"Xanthine-Bostaurus","cdk","30","30","0.6264058360514955"
"Xanthine-Bostaurus","rdkit","30","30","0.616179617083923"
"Xanthine-Bostaurus","cdk","30","40","0.6331752580543735"
"Xanthine-Bostaurus","rdkit","30","40","0.6352090647498996"
"Xanthine-Bostaurus","cdk","30","50","0.6507581370746249"
"Xanthine-Bostaurus","rdkit","30","50","0.6345216281810919"
"Xanthine-Bostaurus","cdk","30","60","0.6388690244378908"
"Xanthine-Bostaurus","rdkit","30","60","0.6330954208272964"
"Xanthine-Bostaurus","cdk","30","70","0.6348957832048405"
"Xanthine-Bostaurus","rdkit","30","70","0.6210926771198693"
"ADMECaco2","cdk","2","5","40.69039896386762"
"ADMECaco2","rdkit","2","5","41.65329561554302"
"ADMECaco2","cdk","2","10","40.72905235501301"
"ADMECaco2","rdkit","2","10","40.87005988216618"
"ADMECaco2","cdk","2","20","41.398142589280276"
"ADMECaco2","rdkit","2","20","40.232241511822835"
"ADMECaco2","cdk","2","30","39.60766377564207"
"ADMECaco2","rdkit","2","30","39.82858570308427"
"ADMECaco2","cdk","2","40","40.06164462994532"
"ADMECaco2","rdkit","2","40","40.13771833074132"
"ADMECaco2","cdk","2","50","40.1465437907618"
"ADMECaco2","rdkit","2","50","40.120179545899205"
"ADMECaco2","cdk","2","60","40.15101019826007"
"ADMECaco2","rdkit","2","60","40.270731363717466"
"ADMECaco2","cdk","2","70","40.72457253044017"
"ADMECaco2","rdkit","2","70","39.692852311475676"
"ADMECaco2","cdk","5","5","40.14689773251887"
"ADMECaco2","rdkit","5","5","41.764411608267885"
"ADMECaco2","cdk","5","10","40.6777163152332"
"ADMECaco2","rdkit","5","10","40.86518293376548"
"ADMECaco2","cdk","5","20","41.57519029467797"
"ADMECaco2","rdkit","5","20","40.306158485084325"
"ADMECaco2","cdk","5","30","39.519416929965345"
"ADMECaco2","rdkit","5","30","39.67477473821295"
"ADMECaco2","cdk","5","40","39.94371935203205"
"ADMECaco2","rdkit","5","40","40.05670615373601"
"ADMECaco2","cdk","5","50","40.06854360649149"
"ADMECaco2","rdkit","5","50","40.32559692738796"
"ADMECaco2","cdk","5","60","39.928252726509186"
"ADMECaco2","rdkit","5","60","40.21342107022032"
"ADMECaco2","cdk","5","70","40.80786917936794"
"ADMECaco2","rdkit","5","70","39.66440297110973"
"ADMECaco2","cdk","10","5","39.5901431007573"
"ADMECaco2","rdkit","10","5","41.872008086283785"
"ADMECaco2","cdk","10","10","40.57701823956637"
"ADMECaco2","rdkit","10","10","41.06392374001012"
"ADMECaco2","cdk","10","20","41.52884572769413"
"ADMECaco2","rdkit","10","20","40.41395009672045"
"ADMECaco2","cdk","10","30","39.37093694056563"
"ADMECaco2","rdkit","10","30","39.87271163817381"
"ADMECaco2","cdk","10","40","39.92355119765994"
"ADMECaco2","rdkit","10","40","40.16669172235292"
"ADMECaco2","cdk","10","50","39.95539738658404"
"ADMECaco2","rdkit","10","50","40.563445982994054"
"ADMECaco2","cdk","10","60","39.95561344568202"
"ADMECaco2","rdkit","10","60","40.31163145995652"
"ADMECaco2","cdk","10","70","40.6772437740956"
"ADMECaco2","rdkit","10","70","39.81996491400736"
"ADMECaco2","cdk","15","5","39.52068210235643"
"ADMECaco2","rdkit","15","5","41.84047719072263"
"ADMECaco2","cdk","15","10","40.528990056145425"
"ADMECaco2","rdkit","15","10","40.93540258628519"
"ADMECaco2","cdk","15","20","41.52441000149441"
"ADMECaco2","rdkit","15","20","40.41684904071918"
"ADMECaco2","cdk","15","30","39.434602135725044"
"ADMECaco2","rdkit","15","30","39.933699619857755"
"ADMECaco2","cdk","15","40","39.784128712754146"
"ADMECaco2","rdkit","15","40","40.262494020214596"
"ADMECaco2","cdk","15","50","39.857630837647285"
"ADMECaco2","rdkit","15","50","40.46488067737972"
"ADMECaco2","cdk","15","60","39.90077193885658"
"ADMECaco2","rdkit","15","60","40.24700276832582"
"ADMECaco2","cdk","15","70","40.5763387562824"
"ADMECaco2","rdkit","15","70","39.79442202126053"
"ADMECaco2","cdk","20","5","39.52185685888459"
"ADMECaco2","rdkit","20","5","41.77430753236109"
"ADMECaco2","cdk","20","10","40.44801776034092"
"ADMECaco2","rdkit","20","10","40.91318793901324"
"ADMECaco2","cdk","20","20","41.45836287616056"
"ADMECaco2","rdkit","20","20","40.395662179369566"
"ADMECaco2","cdk","20","30","39.41746118907973"
"ADMECaco2","rdkit","20","30","39.89763146623524"
"ADMECaco2","cdk","20","40","39.6664861272006"
"ADMECaco2","rdkit","20","40","40.24197499527622"
"ADMECaco2","cdk","20","50","39.79705296316082"
"ADMECaco2","rdkit","20","50","40.41537539988444"
"ADMECaco2","cdk","20","60","39.83390542953064"
"ADMECaco2","rdkit","20","60","40.165935017456775"
"ADMECaco2","cdk","20","70","40.48552944309001"
"ADMECaco2","rdkit","20","70","39.75467929713313"
"ADMECaco2","cdk","30","5","39.49070159131494"
"ADMECaco2","rdkit","30","5","41.746410681675194"
"ADMECaco2","cdk","30","10","40.416404564240324"
"ADMECaco2","rdkit","30","10","40.89587283028482"
"ADMECaco2","cdk","30","20","41.424746913650424"
"ADMECaco2","rdkit","30","20","40.37579065793523"
"ADMECaco2","cdk","30","30","39.41175272407098"
"ADMECaco2","rdkit","30","30","39.86514529522259"
"ADMECaco2","cdk","30","40","39.63445188546927"
"ADMECaco2","rdkit","30","40","40.22861776050517"
"ADMECaco2","cdk","30","50","39.763527119884"
"ADMECaco2","rdkit","30","50","40.38683779829563"
"ADMECaco2","cdk","30","60","39.80264643650561"
"ADMECaco2","rdkit","30","60","40.158695664733536"
"ADMECaco2","cdk","30","70","40.44218860960197"
"ADMECaco2","rdkit","30","70","39.731724762602234"
"TB_SRI","cdk","2","5","2.1257441336534324"
"TB_SRI","rdkit","2","5","2.12723401287822"
"TB_SRI","cdk","2","10","2.112602752962261"
"TB_SRI","rdkit","2","10","2.1213994620793"
"TB_SRI","cdk","2","20","2.114843830438989"
"TB_SRI","rdkit","2","20","2.113729505203426"
"TB_SRI","cdk","2","30","2.1121001039540737"
"TB_SRI","rdkit","2","30","2.110810385625374"
"TB_SRI","cdk","2","40","2.1162159435178998"
"TB_SRI","rdkit","2","40","2.124146573698118"
"TB_SRI","cdk","2","50","2.122837950301363"
"TB_SRI","rdkit","2","50","2.111344534876329"
"TB_SRI","cdk","2","60","2.1165076163121848"
"TB_SRI","rdkit","2","60","2.1216475048712997"
"TB_SRI","cdk","2","70","2.1182065531364658"
"TB_SRI","rdkit","2","70","2.116386867077861"
"TB_SRI","cdk","5","5","2.158051129332736"
"TB_SRI","rdkit","5","5","2.132094508636286"
"TB_SRI","cdk","5","10","2.1101896333074435"
"TB_SRI","rdkit","5","10","2.1251883561646068"
"TB_SRI","cdk","5","20","2.1115167630007763"
"TB_SRI","rdkit","5","20","2.1041829501393523"
"TB_SRI","cdk","5","30","2.1049840329783085"
"TB_SRI","rdkit","5","30","2.1012234360520043"
"TB_SRI","cdk","5","40","2.1060825792122575"
"TB_SRI","rdkit","5","40","2.1082166626769614"
"TB_SRI","cdk","5","50","2.1029742145254766"
"TB_SRI","rdkit","5","50","2.1008479624323084"
"TB_SRI","cdk","5","60","2.1149022975328915"
"TB_SRI","rdkit","5","60","2.1167189825513697"
"TB_SRI","cdk","5","70","2.108760549529952"
"TB_SRI","rdkit","5","70","2.102876417155977"
"TB_SRI","cdk","10","5","2.1884438926713567"
"TB_SRI","rdkit","10","5","2.139956722671233"
"TB_SRI","cdk","10","10","2.1351568185164975"
"TB_SRI","rdkit","10","10","2.1140216417720445"
"TB_SRI","cdk","10","20","2.1116634464950903"
"TB_SRI","rdkit","10","20","2.0887977312102275"
"TB_SRI","cdk","10","30","2.110323871697096"
"TB_SRI","rdkit","10","30","2.104362851358424"
"TB_SRI","cdk","10","40","2.10416222028687"
"TB_SRI","rdkit","10","40","2.101254116288033"
"TB_SRI","cdk","10","50","2.099101145510936"
"TB_SRI","rdkit","10","50","2.0890084703617617"
"TB_SRI","cdk","10","60","2.114734350198651"
"TB_SRI","rdkit","10","60","2.1095288359648787"
"TB_SRI","cdk","10","70","2.1054780126122132"
"TB_SRI","rdkit","10","70","2.0978490013647453"
"TB_SRI","cdk","15","5","2.1916757809865763"
"TB_SRI","rdkit","15","5","2.149067252175621"
"TB_SRI","cdk","15","10","2.145387302929653"
"TB_SRI","rdkit","15","10","2.116630056652891"
"TB_SRI","cdk","15","20","2.137229699488786"
"TB_SRI","rdkit","15","20","2.0978778330961627"
"TB_SRI","cdk","15","30","2.130558020721315"
"TB_SRI","rdkit","15","30","2.1184751291035586"
"TB_SRI","cdk","15","40","2.1226373349724352"
"TB_SRI","rdkit","15","40","2.1216118627908367"
"TB_SRI","cdk","15","50","2.115071484814822"
"TB_SRI","rdkit","15","50","2.09667669345383"
"TB_SRI","cdk","15","60","2.130796747602343"
"TB_SRI","rdkit","15","60","2.115337722532584"
"TB_SRI","cdk","15","70","2.1269610935751135"
"TB_SRI","rdkit","15","70","2.1050813033546403"
"TB_SRI","cdk","20","5","2.203135836698115"
"TB_SRI","rdkit","20","5","2.1675481135566015"
"TB_SRI","cdk","20","10","2.162485018416392"
"TB_SRI","rdkit","20","10","2.13289085632528"
"TB_SRI","cdk","20","20","2.1332131442651994"
"TB_SRI","rdkit","20","20","2.1048649430304724"
"TB_SRI","cdk","20","30","2.1434590045599515"
"TB_SRI","rdkit","20","30","2.1329685649557466"
"TB_SRI","cdk","20","40","2.1332947674484264"
"TB_SRI","rdkit","20","40","2.1392828665263997"
"TB_SRI","cdk","20","50","2.1268649183769153"
"TB_SRI","rdkit","20","50","2.1089906991013656"
"TB_SRI","cdk","20","60","2.1480723769230394"
"TB_SRI","rdkit","20","60","2.128633534510817"
"TB_SRI","cdk","20","70","2.14262430919869"
"TB_SRI","rdkit","20","70","2.1192773992701204"
"TB_SRI","cdk","30","5","2.2360366903712903"
"TB_SRI","rdkit","30","5","2.2161816493847755"
"TB_SRI","cdk","30","10","2.2072551784139907"
"TB_SRI","rdkit","30","10","2.1669739283415685"
"TB_SRI","cdk","30","20","2.1660769278505603"
"TB_SRI","rdkit","30","20","2.1549365027149023"
"TB_SRI","cdk","30","30","2.1781054083125895"
"TB_SRI","rdkit","30","30","2.158587587039817"
"TB_SRI","cdk","30","40","2.1725072160392385"
"TB_SRI","rdkit","30","40","2.1789287550994487"
"TB_SRI","cdk","30","50","2.16282518146918"
"TB_SRI","rdkit","30","50","2.1500904459267662"
"TB_SRI","cdk","30","60","2.1802252081778897"
"TB_SRI","rdkit","30","60","2.16231311960217"
"TB_SRI","cdk","30","70","2.173599149083346"
"TB_SRI","rdkit","30","70","2.153790397450827"
"Caco2","cdk","2","5","0.753755990260335"
"Caco2","rdkit","2","5","0.740405163725792"
"Caco2","cdk","2","10","0.7389568974943265"
"Caco2","rdkit","2","10","0.6943736242090364"
"Caco2","cdk","2","20","0.7196904582272601"
"Caco2","rdkit","2","20","0.7113919290173644"
"Caco2","cdk","2","30","0.7308792454791689"
"Caco2","rdkit","2","30","0.695459984817137"
"Caco2","cdk","2","40","0.7164999726733041"
"Caco2","rdkit","2","40","0.6844057482346058"
"Caco2","cdk","2","50","0.7187894627186691"
"Caco2","rdkit","2","50","0.7060912124457961"
"Caco2","cdk","2","60","0.7216619678562937"
"Caco2","rdkit","2","60","0.7056427243580653"
"Caco2","cdk","2","70","0.727120204972884"
"Caco2","rdkit","2","70","0.6958162063520464"
"Caco2","cdk","5","5","0.7361742089640592"
"Caco2","rdkit","5","5","0.7306352940160625"
"Caco2","cdk","5","10","0.6664044958237654"
"Caco2","rdkit","5","10","0.6495899399973105"
"Caco2","cdk","5","20","0.6741146853813165"
"Caco2","rdkit","5","20","0.6489469060973896"
"Caco2","cdk","5","30","0.6904130520603365"
"Caco2","rdkit","5","30","0.6345370449150313"
"Caco2","cdk","5","40","0.6769222950294937"
"Caco2","rdkit","5","40","0.6195305581151147"
"Caco2","cdk","5","50","0.6886884547850611"
"Caco2","rdkit","5","50","0.6526613937152171"
"Caco2","cdk","5","60","0.6984871791033891"
"Caco2","rdkit","5","60","0.6503339856140602"
"Caco2","cdk","5","70","0.6894710867275258"
"Caco2","rdkit","5","70","0.653611012359254"
"Caco2","cdk","10","5","0.740636460516676"
"Caco2","rdkit","10","5","0.7343808131010989"
"Caco2","cdk","10","10","0.6473567702624263"
"Caco2","rdkit","10","10","0.6244862112135543"
"Caco2","cdk","10","20","0.6711127327841202"
"Caco2","rdkit","10","20","0.6155582652036925"
"Caco2","cdk","10","30","0.6872949262666919"
"Caco2","rdkit","10","30","0.6184885579208812"
"Caco2","cdk","10","40","0.6702403928073233"
"Caco2","rdkit","10","40","0.6008111880785464"
"Caco2","cdk","10","50","0.6823127154911323"
"Caco2","rdkit","10","50","0.6368396493671937"
"Caco2","cdk","10","60","0.6860381896104616"
"Caco2","rdkit","10","60","0.6318145008741927"
"Caco2","cdk","10","70","0.6804197725623151"
"Caco2","rdkit","10","70","0.6351577233941944"
"Caco2","cdk","15","5","0.7392620769259768"
"Caco2","rdkit","15","5","0.7382285136525597"
"Caco2","cdk","15","10","0.6422289299317777"
"Caco2","rdkit","15","10","0.62382836475065"
"Caco2","cdk","15","20","0.6703432946673007"
"Caco2","rdkit","15","20","0.6127561588331899"
"Caco2","cdk","15","30","0.685102171472289"
"Caco2","rdkit","15","30","0.618742048837772"
"Caco2","cdk","15","40","0.6706297020944969"
"Caco2","rdkit","15","40","0.5990739230217131"
"Caco2","cdk","15","50","0.6801302910183786"
"Caco2","rdkit","15","50","0.631264076227078"
"Caco2","cdk","15","60","0.6815451681611586"
"Caco2","rdkit","15","60","0.6294791804656621"
"Caco2","cdk","15","70","0.6799206210431326"
"Caco2","rdkit","15","70","0.6348241557429535"
"Caco2","cdk","20","5","0.7341518764527472"
"Caco2","rdkit","20","5","0.7384842063274883"
"Caco2","cdk","20","10","0.6416401959818641"
"Caco2","rdkit","20","10","0.6240081199487473"
"Caco2","cdk","20","20","0.670989062626422"
"Caco2","rdkit","20","20","0.6112493375800178"
"Caco2","cdk","20","30","0.6856440471637433"
"Caco2","rdkit","20","30","0.6178957109992993"
"Caco2","cdk","20","40","0.670015064644476"
"Caco2","rdkit","20","40","0.5982083657470673"
"Caco2","cdk","20","50","0.6800505620452237"
"Caco2","rdkit","20","50","0.631165457485944"
"Caco2","cdk","20","60","0.6819165898831635"
"Caco2","rdkit","20","60","0.6293943661910234"
"Caco2","cdk","20","70","0.6799860640744521"
"Caco2","rdkit","20","70","0.6342608278087905"
"Caco2","cdk","30","5","0.7355198592725901"
"Caco2","rdkit","30","5","0.7384683672091941"
"Caco2","cdk","30","10","0.6414472119507835"
"Caco2","rdkit","30","10","0.6235918591283005"
"Caco2","cdk","30","20","0.6711486433093367"
"Caco2","rdkit","30","20","0.6112712578639392"
"Caco2","cdk","30","30","0.6859531326008401"
"Caco2","rdkit","30","30","0.6178402392544752"
"Caco2","cdk","30","40","0.6701943923401746"
"Caco2","rdkit","30","40","0.5981987215434269"
"Caco2","cdk","30","50","0.6800204011508844"
"Caco2","rdkit","30","50","0.6312499517342236"
"Caco2","cdk","30","60","0.6818486157046163"
"Caco2","rdkit","30","60","0.629494911082408"
"Caco2","cdk","30","70","0.6799062354845671"
"Caco2","rdkit","30","70","0.634240003441995"
"MalariaGSK","cdk","2","5","0.3428194362947883"
"MalariaGSK","rdkit","2","5","0.34576148985981137"
"MalariaGSK","cdk","2","10","0.3444340003307489"
"MalariaGSK","rdkit","2","10","0.3453693120020862"
"MalariaGSK","cdk","2","20","0.3445466824339321"
"MalariaGSK","rdkit","2","20","0.3462088076944119"
"MalariaGSK","cdk","2","30","0.34452101180121525"
"MalariaGSK","rdkit","2","30","0.3460158438501467"
"MalariaGSK","cdk","2","40","0.3425933997086248"
"MalariaGSK","rdkit","2","40","0.3456920218407299"
"MalariaGSK","cdk","2","50","0.343352937473056"
"MalariaGSK","rdkit","2","50","0.34597074876529677"
"MalariaGSK","cdk","2","60","0.3438101338420664"
"MalariaGSK","rdkit","2","60","0.34563281977085075"
"MalariaGSK","cdk","2","70","0.34325938007191004"
"MalariaGSK","rdkit","2","70","0.34482569630912685"
"MalariaGSK","cdk","5","5","0.32603957998324606"
"MalariaGSK","rdkit","5","5","0.3227164020884167"
"MalariaGSK","cdk","5","10","0.32539718181466326"
"MalariaGSK","rdkit","5","10","0.3233130329126472"
"MalariaGSK","cdk","5","20","0.32435445696128423"
"MalariaGSK","rdkit","5","20","0.3219228896691575"
"MalariaGSK","cdk","5","30","0.3251078940188338"
"MalariaGSK","rdkit","5","30","0.323058069493915"
"MalariaGSK","cdk","5","40","0.32434942927304256"
"MalariaGSK","rdkit","5","40","0.32161962574790987"
"MalariaGSK","cdk","5","50","0.32431263842868957"
"MalariaGSK","rdkit","5","50","0.3216707781118198"
"MalariaGSK","cdk","5","60","0.3241182990549997"
"MalariaGSK","rdkit","5","60","0.321708805275409"
"MalariaGSK","cdk","5","70","0.3243365825979988"
"MalariaGSK","rdkit","5","70","0.3212778116205085"
"MalariaGSK","cdk","10","5","0.31096759224223847"
"MalariaGSK","rdkit","10","5","0.30666574293492205"
"MalariaGSK","cdk","10","10","0.3074538076938712"
"MalariaGSK","rdkit","10","10","0.30557136793020934"
"MalariaGSK","cdk","10","20","0.3078747853699323"
"MalariaGSK","rdkit","10","20","0.3030292496560273"
"MalariaGSK","cdk","10","30","0.30791488472078893"
"MalariaGSK","rdkit","10","30","0.30348178483574634"
"MalariaGSK","cdk","10","40","0.30720759867509717"
"MalariaGSK","rdkit","10","40","0.3031209075133784"
"MalariaGSK","cdk","10","50","0.3068721895254423"
"MalariaGSK","rdkit","10","50","0.30249125443898106"
"MalariaGSK","cdk","10","60","0.30632304293716806"
"MalariaGSK","rdkit","10","60","0.30288097573699146"
"MalariaGSK","cdk","10","70","0.30677223288944344"
"MalariaGSK","rdkit","10","70","0.3028468149333185"
"MalariaGSK","cdk","15","5","0.3006676252225482"
"MalariaGSK","rdkit","15","5","0.2972576625962021"
"MalariaGSK","cdk","15","10","0.2972990648565796"
"MalariaGSK","rdkit","15","10","0.29512525088581587"
"MalariaGSK","cdk","15","20","0.2966921731272676"
"MalariaGSK","rdkit","15","20","0.29188909105251076"
"MalariaGSK","cdk","15","30","0.29600158990117753"
"MalariaGSK","rdkit","15","30","0.29235174345737436"
"MalariaGSK","cdk","15","40","0.2953840228330061"
"MalariaGSK","rdkit","15","40","0.29176727341068076"
"MalariaGSK","cdk","15","50","0.2952222848780256"
"MalariaGSK","rdkit","15","50","0.290553814012798"
"MalariaGSK","cdk","15","60","0.294466796150505"
"MalariaGSK","rdkit","15","60","0.2915576943220411"
"MalariaGSK","cdk","15","70","0.29530860109167417"
"MalariaGSK","rdkit","15","70","0.29143152510586"
"MalariaGSK","cdk","20","5","0.2958107568801238"
"MalariaGSK","rdkit","20","5","0.2917967240122686"
"MalariaGSK","cdk","20","10","0.2915537407198726"
"MalariaGSK","rdkit","20","10","0.29033357757436906"
"MalariaGSK","cdk","20","20","0.289924361836257"
"MalariaGSK","rdkit","20","20","0.28558730161378715"
"MalariaGSK","cdk","20","30","0.2895988022514509"
"MalariaGSK","rdkit","20","30","0.285798941152189"
"MalariaGSK","cdk","20","40","0.2888258305223378"
"MalariaGSK","rdkit","20","40","0.28553722123104736"
"MalariaGSK","cdk","20","50","0.28842152788398956"
"MalariaGSK","rdkit","20","50","0.2844043436472288"
"MalariaGSK","cdk","20","60","0.2882419219155284"
"MalariaGSK","rdkit","20","60","0.28540511313704375"
"MalariaGSK","cdk","20","70","0.28854197979194707"
"MalariaGSK","rdkit","20","70","0.28551699223901295"
"MalariaGSK","cdk","30","5","0.2914319240757479"
"MalariaGSK","rdkit","30","5","0.28872832378947655"
"MalariaGSK","cdk","30","10","0.2864937252750558"
"MalariaGSK","rdkit","30","10","0.2857972782263304"
"MalariaGSK","cdk","30","20","0.28451291602728934"
"MalariaGSK","rdkit","30","20","0.28064567462864315"
"MalariaGSK","cdk","30","30","0.2835362090154666"
"MalariaGSK","rdkit","30","30","0.28069970842688163"
"MalariaGSK","cdk","30","40","0.2828105322841735"
"MalariaGSK","rdkit","30","40","0.2808283214952185"
"MalariaGSK","cdk","30","50","0.2822506018459674"
"MalariaGSK","rdkit","30","50","0.27925911421164606"
"MalariaGSK","cdk","30","60","0.28201057424749376"
"MalariaGSK","rdkit","30","60","0.2796193609761386"
"MalariaGSK","cdk","30","70","0.2825992899750832"
"MalariaGSK","rdkit","30","70","0.27929407190618294"
